Date	Plot	Plant	Water	Nitrogen	Length	Output_1	Output_2	Output_3	Output_4
21/03/2014	G08LXX	G	X	X	188	0.94	0.91	0.92	0.95
21/03/2014	G08RXN	G	X	N	188	0.93	0.91	0.92	0.87
21/03/2014	G09LAX	G	A	X	179	0.88	0.86	0.88	0.84
21/03/2014	G09RAN	G	A	N	179	0.9	0.93	0.88	0.86
21/03/2014	G10LAX	G	A	X	179	0.88	0.89	0.86	0.82
21/03/2014	G10RAN	G	A	N	179	0.83	0.86	0.82	0.89
21/03/2014	G11LRN	G	R	N	178	0.82	0.82	0.85	0.83
21/03/2014	G11RRX	G	R	X	178	0.83	0.81	0.82	0.83
21/03/2014	G12LXN	G	X	N	178	0.96	0.92	0.9	0.91
21/03/2014	G12RXX	G	X	X	178	0.87	0.91	0.89	0.9
21/03/2014	G13LAX	G	A	X	178	0.84	0.85	0.88	0.85
21/03/2014	G13RAN	G	A	N	178	0.86	0.87	0.86	0.87
21/03/2014	G14LRN	G	R	N	179	0.82	0.83	0.82	0.84
21/03/2014	G14RRX	G	R	X	179	0.82	0.81	0.83	0.82
21/03/2014	G15LRN	G	R	N	178	0.81	0.83	0.82	0.84
21/03/2014	G15RRX	G	R	X	178	0.82	0.84	0.82	0.82
21/03/2014	G16LXN	G	X	N	174	0.88	0.89	0.87	0.88
21/03/2014	G16RXX	G	X	X	174	0.85	0.85	0.86	0.85
21/03/2014	G17LAN	G	A	N	179	0.82	0.87	0.94	0.86
21/03/2014	G17RAX	G	A	X	179	0.85	0.84	0.92	0.88
21/03/2014	G18LXN	G	X	N	179	0.85	0.89	0.87	0.92
21/03/2014	G18RXX	G	X	X	179	0.89	0.87	0.86	0.86
21/03/2014	G19LXX	G	X	X	179	0.9	0.87	0.9	0.87
21/03/2014	G19RXN	G	X	N	179	0.88	0.84	0.92	0.87
21/03/2014	G20LRX	G	R	X	179	0.83	0.83	0.85	0.83
21/03/2014	G20RRN	G	R	N	179	0.82	0.87	0.85	0.84
21/03/2014	G21LRX	G	R	X	179	0.82	0.84	0.85	0.84
21/03/2014	G21RRN	G	R	N	179	0.82	0.83	0.82	0.84
21/03/2014	G22LXX	G	X	X	186	0.87	0.91	0.89	0.89
21/03/2014	G22RXN	G	X	N	186	0.91	0.93	0.96	0.97
21/03/2014	G23LAX	G	A	X	181	0.89	0.9	0.99	0.93
21/03/2014	G23RAN	G	A	N	181	0.93	0.93	0.89	0.93
21/03/2014	G24LAN	G	A	N	174	0.9	0.86	0.87	0.87
21/03/2014	G24RAX	G	A	X	174	0.89	0.92	0.88	0.86
4/04/2014	G01LXN	G	X	N	178	1.00	0.98	0.96	0.96
4/04/2014	G01RXX	G	X	X	178	0.97	0.98	0.98	0.96
4/04/2014	G02LAX	G	A	N	179	1.00	0.91	0.95	0.97
4/04/2014	G02RAN	G	A	X	179	1.04	0.99	1.00	0.01
4/04/2014	G03LRX	G	R	X	182	0.92	0.98	0.95	1.00
4/04/2014	G03RRN	G	R	N	182	0.98	0.98	0.97	1.01
4/04/2014	G04LXX	G	X	X	182	0.97	1.00	1.00	0.95
4/04/2014	G04RXN	G	X	N	182	0.95	0.97	0.99	1.00
4/04/2014	G05LRN	G	R	N	179	1.01	0.95	0.97	1.00
4/04/2014	G05RRX	G	R	X	179	0.97	0.92	1.01	0.92
4/04/2014	G06LAN	G	A	N	179	0.93	0.98	0.99	0.95
4/04/2014	G06RAX	G	A	X	179	0.96	0.99	1.00	0.93
4/04/2014	G07LRX	G	R	X	179	1.02	1.01	0.97	1.03
4/04/2014	G07RRN	G	R	N	179	1.00	1.03	0.98	0.98
4/04/2014	G08LXX	G	X	X	188	0.99	0.97	1.01	1.05
4/04/2014	G08RXN	G	X	N	188	0.96	1.00	1.02	0.97
4/04/2014	G09LAX	G	A	X	179	1.01	0.99	0.99	0.96
4/04/2014	G09RAN	G	A	N	179	1.05	1.06	1.02	1.01
4/04/2014	G10LAX	G	A	X	179	1.01	1.02	0.99	0.92
4/04/2014	G10RAN	G	A	N	179	1.01	0.98	1.00	1.00
4/04/2014	G11LRN	G	R	N	178	0.92	0.96	1.01	0.98
4/04/2014	G11RRX	G	R	X	178	1.01	0.98	0.95	1.03
4/04/2014	G12LXN	G	X	N	178	1.06	1.02	0.99	1.00
4/04/2014	G12RXX	G	X	X	178	0.96	0.98	0.97	1.03
4/04/2014	G13LAX	G	A	X	178	1.01	1.02	1.02	0.96
4/04/2014	G13RAN	G	A	N	178	0.96	1.01	0.98	0.99
4/04/2014	G14LRN	G	R	N	179	1.02	1.00	1.06	1.03
4/04/2014	G14RRX	G	R	X	179	0.94	0.95	0.98	0.93
4/04/2014	G15LRN	G	R	N	178	0.99	0.95	0.96	1.01
4/04/2014	G15RRX	G	R	X	178	0.97	0.96	0.97	0.96
4/04/2014	G16LXN	G	X	N	174	1.04	1.05	0.85	1.01
4/04/2014	G16RXX	G	X	X	174	0.95	0.97	0.96	1.01
4/04/2014	G17LAN	G	A	N	179	0.91	0.96	0.98	0.96
4/04/2014	G17RAX	G	A	X	179	0.98	0.95	1.02	1.01
4/04/2014	G18LXN	G	X	N	179	1.00	0.95	0.92	0.97
4/04/2014	G18RXX	G	X	X	179	0.95	0.98	0.96	0.96
4/04/2014	G19LXX	G	X	X	179	1.03	0.96	1.01	0.98
4/04/2014	G19RXN	G	X	N	179	1.00	0.95	0.99	0.98
4/04/2014	G20LRX	G	R	X	179	1.00	0.93	0.93	0.90
4/04/2014	G20RRN	G	R	N	179	0.94	1.06	1.02	1.03
4/04/2014	G21LRX	G	R	X	179	0.94	1.03	0.96	0.91
4/04/2014	G21RRN	G	R	N	179	0.89	0.99	0.94	0.95
4/04/2014	G22LXX	G	X	X	186	1.08	1.04	1.10	1.02
4/04/2014	G22RXN	G	X	N	186	1.07	1.02	1.13	1.13
4/04/2014	G23LAX	G	A	X	181	1.03	1.10	1.16	1.14
4/04/2014	G23RAN	G	A	N	181	1.07	1.12	1.10	1.09
4/04/2014	G24LAN	G	A	N	174	1.04	1.02	1.00	1.00
4/04/2014	G24RAX	G	A	X	174	1.01	1.08	1.00	1.04
18/04/2014	G01LXN	G	X	N	178	0.85	0.86	0.86	0.84
18/04/2014	G01RXX	G	X	X	178	0.87	0.84	0.85	0.84
18/04/2014	G02LAX	G	A	N	179	0.88	0.84	0.84	0.82
18/04/2014	G02RAN	G	A	X	179	0.84	0.85	0.86	0.87
18/04/2014	G03LRX	G	R	X	182	0.83	0.85	0.84	0.87
18/04/2014	G03RRN	G	R	N	182	0.86	0.86	0.86	0.86
18/04/2014	G04LXX	G	X	X	182	0.85	0.86	0.86	0.84
18/04/2014	G04RXN	G	X	N	182	0.84	0.86	0.83	0.86
18/04/2014	G05LRN	G	R	N	179	0.86	0.83	0.87	0.83
18/04/2014	G05RRX	G	R	X	179	0.87	0.84	0.85	0.87
18/04/2014	G06LAN	G	A	N	179	0.83	0.85	0.86	0.84
18/04/2014	G06RAX	G	A	X	179	0.85	0.86	0.87	0.83
18/04/2014	G07LRX	G	R	X	179	0.88	0.88	0.85	0.89
18/04/2014	G07RRN	G	R	N	179	0.86	0.88	0.86	0.86
18/04/2014	G08LXX	G	X	X	188	0.90	0.84	0.88	0.83
18/04/2014	G08RXN	G	X	N	188	0.89	0.88	0.86	0.85
18/04/2014	G09LAX	G	A	X	179	0.87	0.86	0.84	0.84
18/04/2014	G09RAN	G	A	N	179	0.89	0.88	0.87	0.86
18/04/2014	G10LAX	G	A	X	179	0.86	0.87	0.84	0.82
18/04/2014	G10RAN	G	A	N	179	0.87	0.84	0.86	0.86
18/04/2014	G11LRN	G	R	N	178	0.82	0.82	0.87	0.83
18/04/2014	G11RRX	G	R	X	178	0.87	0.84	0.84	0.83
18/04/2014	G12LXN	G	X	N	178	0.86	0.87	0.86	0.86
18/04/2014	G12RXX	G	X	X	178	0.84	0.84	0.86	0.87
18/04/2014	G13LAX	G	A	X	178	0.86	0.87	0.81	0.84
18/04/2014	G13RAN	G	A	N	178	0.85	0.86	0.85	0.85
18/04/2014	G14LRN	G	R	N	179	0.87	0.87	0.88	0.89
18/04/2014	G14RRX	G	R	X	179	0.85	0.84	0.86	0.85
18/04/2014	G15LRN	G	R	N	178	0.86	0.87	0.85	0.88
18/04/2014	G15RRX	G	R	X	178	0.85	0.87	0.87	0.86
18/04/2014	G16LXN	G	X	N	174	0.91	0.90	0.87	0.88
18/04/2014	G16RXX	G	X	X	174	0.88	0.86	0.86	0.88
18/04/2014	G17LAN	G	A	N	179	0.85	0.87	0.88	0.86
18/04/2014	G17RAX	G	A	X	179	0.87	0.86	0.88	0.88
18/04/2014	G18LXN	G	X	N	179	0.87	0.83	0.87	0.92
18/04/2014	G18RXX	G	X	X	179	0.88	0.89	0.88	0.89
18/04/2014	G19LXX	G	X	X	179	0.89	0.88	0.89	0.88
18/04/2014	G19RXN	G	X	N	179	0.88	0.85	0.90	0.87
18/04/2014	G20LRX	G	R	X	179	0.89	0.86	0.89	0.85
18/04/2014	G20RRN	G	R	N	179	0.86	0.88	0.90	0.87
18/04/2014	G21LRX	G	R	X	179	0.88	0.88	0.87	0.87
18/04/2014	G21RRN	G	R	N	179	0.84	0.86	0.85	0.86
18/04/2014	G22LXX	G	X	X	186	0.86	0.88	0.90	0.85
18/04/2014	G22RXN	G	X	N	186	0.87	0.87	0.92	0.90
18/04/2014	G23LAX	G	A	X	181	0.85	0.88	0.90	0.85
18/04/2014	G23RAN	G	A	N	181	0.85	0.89	0.87	0.88
18/04/2014	G24LAN	G	A	N	174	0.85	0.85	0.82	0.82
18/04/2014	G24RAX	G	A	X	174	0.83	0.89	0.85	0.84
6/05/2014	G01LXN	G	X	N	178	0.95	0.92	0.94	0.93
6/05/2014	G01RXX	G	X	X	178	0.93	0.93	0.95	0.92
6/05/2014	G02LAX	G	A	N	179	0.96	0.91	0.88	0.93
6/05/2014	G02RAN	G	A	X	179	0.96	0.95	0.94	0.97
6/05/2014	G03LRX	G	R	X	182	0.91	0.93	0.93	0.97
6/05/2014	G03RRN	G	R	N	182	0.95	0.95	0.94	0.95
6/05/2014	G04LXX	G	X	X	182	0.93	0.96	0.94	0.92
6/05/2014	G04RXN	G	X	N	182	0.93	0.94	0.91	0.95
6/05/2014	G05LRN	G	R	N	179	0.97	0.96	0.95	0.96
6/05/2014	G05RRX	G	R	X	179	0.95	0.90	0.97	0.91
6/05/2014	G06LAN	G	A	N	179	0.91	0.93	0.95	0.91
6/05/2014	G06RAX	G	A	X	179	0.92	0.93	0.95	0.91
6/05/2014	G07LRX	G	R	X	179	0.97	0.97	0.94	0.98
6/05/2014	G07RRN	G	R	N	179	0.97	0.93	0.94	0.96
6/05/2014	G08LXX	G	X	X	188	0.93	0.93	0.96	0.91
6/05/2014	G08RXN	G	X	N	188	0.96	0.97	0.93	0.93
6/05/2014	G09LAX	G	A	X	179	0.94	0.94	0.92	0.91
6/05/2014	G09RAN	G	A	N	179	0.96	0.96	0.93	0.93
6/05/2014	G10LAX	G	A	X	179	0.94	0.95	0.92	0.88
6/05/2014	G10RAN	G	A	N	179	0.95	0.91	0.93	0.93
6/05/2014	G11LRN	G	R	N	178	0.92	0.97	0.90	0.95
6/05/2014	G11RRX	G	R	X	178	0.97	0.92	0.93	0.92
6/05/2014	G12LXN	G	X	N	178	0.93	0.91	0.94	0.94
6/05/2014	G12RXX	G	X	X	178	0.91	0.91	0.93	0.95
6/05/2014	G13LAX	G	A	X	178	0.91	0.92	0.92	0.92
6/05/2014	G13RAN	G	A	N	178	0.90	0.91	0.90	0.90
6/05/2014	G14LRN	G	R	N	179	0.93	0.93	0.94	0.93
6/05/2014	G14RRX	G	R	X	179	0.91	0.90	0.93	0.91
6/05/2014	G15LRN	G	R	N	178	0.92	0.91	0.90	0.94
6/05/2014	G15RRX	G	R	X	178	0.90	0.92	0.93	0.91
6/05/2014	G16LXN	G	X	N	174	0.95	0.95	0.92	0.92
6/05/2014	G16RXX	G	X	X	174	0.91	0.90	0.91	0.93
6/05/2014	G17LAN	G	A	N	179	0.89	0.91	0.91	0.90
6/05/2014	G17RAX	G	A	X	179	0.91	0.88	0.93	0.92
6/05/2014	G18LXN	G	X	N	179	0.90	0.90	0.90	0.93
6/05/2014	G18RXX	G	X	X	179	0.92	0.93	0.92	0.93
6/05/2014	G19LXX	G	X	X	179	0.91	0.90	0.92	0.91
6/05/2014	G19RXN	G	X	N	179	0.91	0.89	0.93	0.90
6/05/2014	G20LRX	G	R	X	179	0.93	0.91	0.94	0.91
6/05/2014	G20RRN	G	R	N	179	0.90	0.97	0.96	0.92
6/05/2014	G21LRX	G	R	X	179	0.91	0.92	0.92	0.90
6/05/2014	G21RRN	G	R	N	179	0.88	0.92	0.89	0.92
6/05/2014	G22LXX	G	X	X	186	0.90	0.93	0.93	0.90
6/05/2014	G22RXN	G	X	N	186	0.93	0.91	0.98	0.96
6/05/2014	G23LAX	G	A	X	181	0.88	0.92	0.93	0.92
6/05/2014	G23RAN	G	A	N	181	0.91	0.94	0.91	0.90
6/05/2014	G24LAN	G	A	N	174	0.90	0.89	0.88	0.87
6/05/2014	G24RAX	G	A	X	174	0.89	0.90	0.93	0.89
29/05/2014	G01LXN	G	X	N	178	0.85	0.83	0.84	0.85
29/05/2014	G01RXX	G	X	X	178	0.85	0.84	0.81	0.85
29/05/2014	G02LAX	G	A	N	179	0.80	0.81	0.83	0.80
29/05/2014	G02RAN	G	A	X	179	0.82	0.85	0.87	0.84
29/05/2014	G03LRX	G	R	X	182	0.82	0.80	0.82	0.84
29/05/2014	G03RRN	G	R	N	182	0.84	0.83	0.83	0.83
29/05/2014	G04LXX	G	X	X	182	0.81	0.85	0.85	0.83
29/05/2014	G04RXN	G	X	N	182	0.85	0.83	0.81	0.83
29/05/2014	G05LRN	G	R	N	179	0.83	0.82	0.83	0.84
29/05/2014	G05RRX	G	R	X	179	0.83	0.82	0.84	0.81
29/05/2014	G06LAN	G	A	N	179	0.81	0.84	0.85	0.83
29/05/2014	G06RAX	G	A	X	179	0.82	0.83	0.86	
29/05/2014	G07LRX	G	R	X	179	0.83	0.83	0.83	0.85
29/05/2014	G07RRN	G	R	N	179	0.83	0.82	0.82	0.82
29/05/2014	G08LXX	G	X	X	188	0.85	0.83	0.83	0.82
29/05/2014	G08RXN	G	X	N	188	0.85	0.83	0.81	0.81
29/05/2014	G09LAX	G	A	X	179	0.86	0.86	0.82	0.82
29/05/2014	G09RAN	G	A	N	179	0.84	0.86	0.85	0.83
29/05/2014	G10LAX	G	A	X	179	0.84	0.85	0.81	0.80
29/05/2014	G10RAN	G	A	N	179	0.86	0.82	0.83	
29/05/2014	G11LRN	G	R	N	178	0.82	0.81	0.83	0.83
29/05/2014	G11RRX	G	R	X	178	0.83	0.82	0.83	0.83
29/05/2014	G12LXN	G	X	N	178	0.82	0.85	0.84	0.84
29/05/2014	G12RXX	G	X	X	178	0.82	0.82	0.83	0.83
29/05/2014	G13LAX	G	A	X	178	0.83	0.83	0.86	0.81
29/05/2014	G13RAN	G	A	N	178	0.84	0.84	0.83	0.83
29/05/2014	G14LRN	G	R	N	179	0.82	0.83	0.83	
29/05/2014	G14RRX	G	R	X	179	0.81	0.81	0.82	0.83
29/05/2014	G15LRN	G	R	N	178	0.82	0.83	0.82	0.83
29/05/2014	G15RRX	G	R	X	178	0.83	0.82	0.83	0.81
29/05/2014	G16LXN	G	X	N	174	0.84	0.85	0.83	0.82
29/05/2014	G16RXX	G	X	X	174	0.82	0.81	0.82	0.82
29/05/2014	G17LAN	G	A	N	179	0.82	0.83	0.82	0.82
29/05/2014	G17RAX	G	A	X	179	0.82	0.83	0.85	0.87
29/05/2014	G18LXN	G	X	N	179	0.82	0.81	0.81	0.84
29/05/2014	G18RXX	G	X	X	179	0.83	0.82	0.84	0.85
29/05/2014	G19LXX	G	X	X	179	0.82	0.82	0.84	0.83
29/05/2014	G19RXN	G	X	N	179	0.82	0.81	0.83	0.82
29/05/2014	G20LRX	G	R	X	179	0.82	0.81	0.84	0.82
29/05/2014	G20RRN	G	R	N	179	0.82	0.84	0.83	0.84
29/05/2014	G21LRX	G	R	X	179	0.82	0.81	0.81	0.83
29/05/2014	G21RRN	G	R	N	179	0.81	0.81	0.82	0.83
29/05/2014	G22LXX	G	X	X	186	0.86	0.84	0.84	0.83
29/05/2014	G22RXN	G	X	N	186	0.85	0.86	0.82	0.83
29/05/2014	G23LAX	G	A	X	181	0.84	0.84	0.86	0.82
29/05/2014	G23RAN	G	A	N	181	0.87	0.86	0.82	0.85
29/05/2014	G24LAN	G	A	N	174	0.82	0.83	0.82	0.82
29/05/2014	G24RAX	G	A	X	174	0.85	0.85	0.85	0.84
18/06/2014	G01LXN	G	X	N	178	0.85	0.81	0.83	0.82
18/06/2014	G01RXX	G	X	X	178	0.83	0.82	0.82	0.82
18/06/2014	G02LAX	G	A	N	179	0.84	0.82	0.82	0.83
18/06/2014	G02RAN	G	A	X	179	0.85	0.84	0.84	0.84
18/06/2014	G03LRX	G	R	X	182	0.81	0.81	0.81	0.83
18/06/2014	G03RRN	G	R	N	182	0.83	0.82	0.83	0.82
18/06/2014	G04LXX	G	X	X	182	0.83	0.84	0.84	0.81
18/06/2014	G04RXN	G	X	N	182	0.83	0.83	0.81	0.83
18/06/2014	G05LRN	G	R	N	179	0.83	0.82	0.83	0.83
18/06/2014	G05RRX	G	R	X	179	0.83	0.81	0.83	0.81
18/06/2014	G06LAN	G	A	N	179	0.81	0.83	0.85	0.82
18/06/2014	G06RAX	G	A	X	179	0.82	0.83	0.84	0.81
18/06/2014	G07LRX	G	R	X	179	0.83	0.84	0.83	0.84
18/06/2014	G07RRN	G	R	N	179	0.83	0.83	0.82	0.83
18/06/2014	G08LXX	G	X	X	188	0.84	0.82	0.84	0.81
18/06/2014	G08RXN	G	X	N	188	0.83	0.85	0.82	0.82
18/06/2014	G09LAX	G	A	X	179	0.83	0.84	0.82	0.82
18/06/2014	G09RAN	G	A	N	179	0.86	0.86	0.83	0.83
18/06/2014	G10LAX	G	A	X	179	0.82	0.84	0.82	0.80
18/06/2014	G10RAN	G	A	N	179	0.85	0.82	0.83	0.83
18/06/2014	G11LRN	G	R	N	178	0.81	0.81	0.82	0.82
18/06/2014	G11RRX	G	R	X	178	0.83	0.81	0.82	0.82
18/06/2014	G12LXN	G	X	N	178	0.83	0.84	0.82	0.83
18/06/2014	G12RXX	G	X	X	178	0.82	0.82	0.83	0.83
18/06/2014	G13LAX	G	A	X	178	0.84	0.83	0.84	0.82
18/06/2014	G13RAN	G	A	N	178	0.82	0.82	0.82	0.82
18/06/2014	G14LRN	G	R	N	179	0.81	0.82	0.82	0.82
18/06/2014	G14RRX	G	R	X	179	0.81	0.81	0.82	0.82
18/06/2014	G15LRN	G	R	N	178	0.81	0.82	0.82	0.82
18/06/2014	G15RRX	G	R	X	178	0.81	0.83	0.82	0.81
18/06/2014	G16LXN	G	X	N	174	0.84	0.83	0.83	0.82
18/06/2014	G16RXX	G	X	X	174	0.82	0.82	0.82	0.83
18/06/2014	G17LAN	G	A	N	179	0.81	0.82	0.83	0.81
18/06/2014	G17RAX	G	A	X	179	0.83	0.81	0.84	0.83
18/06/2014	G18LXN	G	X	N	179	0.82	0.81	0.81	0.86
18/06/2014	G18RXX	G	X	X	179	0.83	0.83	0.82	0.84
18/06/2014	G19LXX	G	X	X	179	0.83	0.83	0.84	0.83
18/06/2014	G19RXN	G	X	N	179	0.81	0.81	0.84	0.82
18/06/2014	G20LRX	G	R	X	179	0.83	0.81	0.84	0.82
18/06/2014	G20RRN	G	R	N	179	0.82	0.84	0.83	0.83
18/06/2014	G21LRX	G	R	X	179	0.83	0.82	0.82	0.82
18/06/2014	G21RRN	G	R	N	179	0.80	0.82	0.81	0.82
18/06/2014	G22LXX	G	X	X	186	0.83	0.83	0.83	0.82
18/06/2014	G22RXN	G	X	N	186	0.83	0.83	0.86	0.86
18/06/2014	G23LAX	G	A	X	181	0.83	0.83	0.85	0.88
18/06/2014	G23RAN	G	A	N	181	0.85	0.87	0.83	0.86
18/06/2014	G24LAN	G	A	N	174	0.83	0.83	0.82	0.81
18/06/2014	G24RAX	G	A	X	174	0.83	0.85	0.84	0.82
1/03/2015	G01LXN	G	X	N	178	0.90	0.93	0.93	0.95
1/03/2015	G01RXX	G	X	X	178	0.92	0.93	1.00	0.97
1/03/2015	G02LAX	G	A	N	179	0.90	0.88	0.89	0.98
1/03/2015	G02RAN	G	A	X	179	0.95	0.92	0.96	0.97
1/03/2015	G03LRX	G	R	X	182	0.96	0.92	0.91	0.89
1/03/2015	G03RRN	G	R	N	182	0.95	0.95	0.96	0.95
1/03/2015	G04LXX	G	X	X	182	0.93	0.94	0.94	0.88
1/03/2015	G04RXN	G	X	N	182	0.94	0.91	0.93	0.91
1/03/2015	G05LRN	G	R	N	179	0.94	0.92	0.90	0.93
1/03/2015	G05RRX	G	R	X	179	0.89	0.93	0.88	0.93
1/03/2015	G06LAN	G	A	N	179	0.93	0.89	0.88	0.91
1/03/2015	G06RAX	G	A	X	179	0.86	0.96	0.94	0.91
1/03/2015	G07LRX	G	R	X	179	0.93	0.93	0.92	0.92
1/03/2015	G07RRN	G	R	N	179	0.93	0.93	0.88	0.93
1/03/2015	G08LXX	G	X	X	188	0.88	0.90	0.96	1.00
1/03/2015	G08RXN	G	X	N	188	0.95	0.97	0.93	0.90
1/03/2015	G09LAX	G	A	X	179	0.86	0.91	0.93	0.94
1/03/2015	G09RAN	G	A	N	179	0.94	0.95	0.91	0.90
1/03/2015	G10LAX	G	A	X	179	0.92	0.92	0.89	0.89
1/03/2015	G10RAN	G	A	N	179	0.92	0.90	0.87	0.94
1/03/2015	G11LRN	G	R	N	178	0.91	0.88	0.96	0.92
1/03/2015	G11RRX	G	R	X	178	0.93	0.93	0.87	0.95
1/03/2015	G12LXN	G	X	N	178	0.94	0.95	0.93	0.95
1/03/2015	G12RXX	G	X	X	178	0.92	0.94	0.88	0.90
1/03/2015	G13LAX	G	A	X	178	0.87	0.92	0.91	0.90
1/03/2015	G13RAN	G	A	N	178	0.89	0.90	0.89	0.88
1/03/2015	G14LRN	G	R	N	179	0.89	0.89	0.89	0.91
1/03/2015	G14RRX	G	R	X	179	0.89	0.86	0.90	0.91
1/03/2015	G15LRN	G	R	N	178	0.94	0.92	0.93	0.90
1/03/2015	G15RRX	G	R	X	178	0.90	0.92	0.96	0.90
1/03/2015	G16LXN	G	X	N	174	0.90	0.90	0.94	0.93
1/03/2015	G16RXX	G	X	X	174	0.91	0.88	0.92	0.90
1/03/2015	G17LAN	G	A	N	179	0.86	0.90	0.90	0.87
1/03/2015	G17RAX	G	A	X	179	0.90	0.90	0.92	0.91
1/03/2015	G18LXN	G	X	N	179	0.94	0.89	0.88	0.89
1/03/2015	G18RXX	G	X	X	179	0.92	0.92	0.93	0.93
1/03/2015	G19LXX	G	X	X	179	0.94		0.94	0.91
1/03/2015	G19RXN	G	X	N	179	0.89	0.91	0.96	0.89
1/03/2015	G20LRX	G	R	X	179	0.87	0.93	0.87	0.86
1/03/2015	G20RRN	G	R	N	179	0.92	0.94	0.87	0.88
1/03/2015	G21LRX	G	R	X	179	0.93	0.93	0.92	0.92
1/03/2015	G21RRN	G	R	N	179	0.86	0.92	0.91	0.95
1/03/2015	G22LXX	G	X	X	186	0.89	0.94	0.94	0.92
1/03/2015	G22RXN	G	X	N	186	0.89	1.02	0.94	0.93
1/03/2015	G23LAX	G	A	X	181	0.91	0.91	0.99	0.98
1/03/2015	G23RAN	G	A	N	181	0.91	0.87	0.93	0.94
1/03/2015	G24LAN	G	A	N	174	0.91	0.91	0.86	0.87
1/03/2015	G24RAX	G	A	X	174	0.91	0.98	0.96	0.94
24/02/2015	G01LXN	G	X	N	178	0.86	0.87	0.88	0.87
24/02/2015	G01RXX	G	X	X	178	0.86	0.88	0.89	0.87
24/02/2015	G02LAX	G	A	N	179	0.93	1.06	0.86	0.87
24/02/2015	G02RAN	G	A	X	179	0.88	0.86	0.89	0.91
24/02/2015	G03LRX	G	R	X	182	0.85	0.86	0.92	0.90
24/02/2015	G03RRN	G	R	N	182	0.88	0.89	0.89	0.84
24/02/2015	G04LXX	G	X	X	182	0.87	0.88	0.88	0.85
24/02/2015	G04RXN	G	X	N	182	0.87	0.87	0.87	0.89
24/02/2015	G05LRN	G	R	N	179	0.87	0.87	0.88	0.87
24/02/2015	G05RRX	G	R	X	179	0.86	0.83	0.87	0.86
24/02/2015	G06LAN	G	A	N	179	0.83	0.86	0.89	0.98
24/02/2015	G06RAX	G	A	X	179	0.86	0.98	1.02	0.84
24/02/2015	G07LRX	G	R	X	179	0.86	0.88	0.87	0.87
24/02/2015	G07RRN	G	R	N	179	0.86	0.86	0.85	0.87
24/02/2015	G08LXX	G	X	X	188	0.89	0.85	0.86	0.84
24/02/2015	G08RXN	G	X	N	188	0.88	0.88	0.86	0.85
24/02/2015	G09LAX	G	A	X	179	0.87	0.88	0.86	0.89
24/02/2015	G09RAN	G	A	N	179	0.82	0.94	0.85	0.84
24/02/2015	G10LAX	G	A	X	179	0.88	0.87	0.86	0.83
24/02/2015	G10RAN	G	A	N	179	0.88	0.84	0.84	0.84
24/02/2015	G11LRN	G	R	N	178	0.86	0.85	0.88	0.87
24/02/2015	G11RRX	G	R	X	178	0.89	0.85	0.87	0.88
24/02/2015	G12LXN	G	X	N	178	0.85	0.88	0.87	0.88
24/02/2015	G12RXX	G	X	X	178	0.86	0.87	0.88	0.90
24/02/2015	G13LAX	G	A	X	178	0.86	0.90	0.84	0.82
24/02/2015	G13RAN	G	A	N	178	0.85	0.88	0.90	0.90
24/02/2015	G14LRN	G	R	N	179	0.82	0.82	0.82	0.83
24/02/2015	G14RRX	G	R	X	179	0.82	0.82	0.84	0.83
24/02/2015	G15LRN	G	R	N	178	0.82	0.84	0.84	0.84
24/02/2015	G15RRX	G	R	X	178	0.83	0.86	0.84	0.83
24/02/2015	G16LXN	G	X	N	174	0.86	0.84	0.83	0.83
24/02/2015	G16RXX	G	X	X	174	0.84	0.83	0.81	0.86
24/02/2015	G17LAN	G	A	N	179	0.81	0.83	0.83	0.83
24/02/2015	G17RAX	G	A	X	179	0.84	0.81	0.89	0.85
24/02/2015	G18LXN	G	X	N	179	0.82	0.82	0.86	0.87
24/02/2015	G18RXX	G	X	X	179	0.85	0.84	0.87	0.86
24/02/2015	G19LXX	G	X	X	179	0.87	0.83	0.86	0.85
24/02/2015	G19RXN	G	X	N	179	0.86	0.85	0.85	0.86
24/02/2015	G20LRX	G	R	X	179	0.83	0.83	0.82	0.82
24/02/2015	G20RRN	G	R	N	179	0.83	0.88	0.84	0.87
24/02/2015	G21LRX	G	R	X	179	0.83	0.84	0.85	0.86
24/02/2015	G21RRN	G	R	N	179	0.86	0.85	0.85	0.85
24/02/2015	G22LXX	G	X	X	186	0.84	0.86	0.87	0.90
24/02/2015	G22RXN	G	X	N	186	0.87	0.86	0.91	0.90
24/02/2015	G23LAX	G	A	X	181	0.86	0.87	0.91	0.99
24/02/2015	G23RAN	G	A	N	181	0.97	0.94	0.90	0.93
24/02/2015	G24LAN	G	A	N	174	0.84	0.86	0.82	0.82
24/02/2015	G24RAX	G	A	X	174	0.87	0.84	0.84	0.82
31/08/2009	S25LRX	S	R	X	179	0.84	0.84	0.83	0.85
31/08/2009	S25RRN	S	R	N	179	0.84	0.85	0.84	0.84
31/08/2009	S26LAX	S	A	X	179	0.84	0.84	0.84	0.83
31/08/2009	S26RAN	S	A	N	179	0.83	0.84	0.84	0.84
31/08/2009	S27LXN	S	X	N	179	0.82	0.83	0.83	0.83
31/08/2009	S27RXX	S	X	X	179	0.83	0.83	0.84	0.84
31/08/2009	S28LRN	S	R	N	180	0.83	0.85	0.83	0.85
