Plot_code	Code	Year	Treat_W	Treat_N	Area	bare ground	litter	ACMI	AMME	ANAR	ARCA	AVBA	AVFA	AVspp	BLCR	BRADIS	BRDI	BRHO	BRMA	BRNI	CAAF	CABI	CABU	CACI	CAMA	CAMI	CASP	CEME	CHCA	CHPO	COBO	COCO	CRBA	CRCO	CRIN	DICA	ENCA	ERBO	ERCI	ERFA	ERFO	ERMO	ERPA	ERspp	EUCH	GAAN	GAAP	GIAN	GNACAL	HASQ	HEFA	HIIN	HOspp	HYGL	LAAU	LACA	LECO	LEFI	LOMU	LOSC	LOspp	LUBI	LUHI	LUTR	LUspp	MAFA	MALA	MARMAC	MASA	MAVU	MEIM	MEIN	MEPO	MICA	MILA	NALE	NAPU	PHCA	PHDI	POAN	RHIL	RHIN	RHOV	RIAU	RIMA	SAAP	SAME	SAMMEX	SCCA	SEVU	SIGA	SONOLE	SOXA	STspp	TRspp	TRWO	VIVI	VUMI	VUMY	Unk01	Unk02	unkGR1001	unkGR1002	Total
S31RAX	S31R	2013	A	X	SP		6.75										<1	<1	12.5																																<1									6.75							50										1.6		1.6								25						1.6						<1					105.8
S32LXN	S32L	2013	X	N	SP	12.5	25				5								25																																						25		<1																		<1			6.25							3.2						6.25											108.2
S32RXX	S32R	2013	X	X	SP	6.25	6.25				6.25								12.5																																						12.5			25							6.25										1.6										25						<1											101.6
S33LRX	S33L	2013	R	X	SP	37.5	37.5				1.6								12.5																																						3.2			<1																				6.25							6.25																	104.8
S33RRN	S33R	2013	R	N	SP	25	25												25																																						6.25			<1							1.6													12.5							6.25																	101.6
S34LXN	S34L	2013	X	N	SP	12.5	25				12.5								12.5																																						6.25			3.2								<1													6.25						25						6.25						<1					109.45
S34RXX	S34R	2013	X	X	SP	1.6	68				6.25						<1		6.25																																						3.2			12.5																											12.5						6.25											116.55
S35LRX	S35L	2013	R	X	SP	1.6	6.25												50																																						9.5										25																				9.5																	101.85
S35RRN	S35R	2013	R	N	SP	6.25	25				6.25								37.5																																	<1					6.25																														18.75																	100
S36LAX	S36L	2013	A	X	SP	12.5	25			<1									12.5																																						12.5			25																																												87.5
S36RAN	S36R	2013	A	N	SP	12.5					3.2								25																																						9.5			6.25							25										<1										25						3.2											109.65
S37LRN	S37L	2013	R	N	SP	37.5	37.5				3.2								6.25																																						6.25			6.25																											6.25						<1											103.2
S37RRX	S37R	2013	R	X	SP	12.5	37.5												25																															6.25							12.5									6.25	1.6																										3.2											104.8
S38LAX	S38L	2013	A	X	SP	<1	6.25				12.5								1.6																																						3.2			18							50																				25						3.2											119.75
S38RAN	S38R	2013	A	N	SP		1.6				1.6								<1																																									12.5						6.25	9.5																				75																	106.45
S39LXN	S39L	2013	X	N	SP	6.25	9.5				3.2								6.25																															3.2							6.25										12.5																				62.5																	109.65
S39RXX	S39R	2013	X	X	SP	6.25	12.5												6.25																																						6.25			37.5						6.25																					37.5						<1											112.5
S40LAX	S40L	2013	A	X	SP	1.6	3.2				3.2						1.6		6.25																												3.2										18.75			6.25							6.25																				62.5																	112.8
S40RAN	S40R	2013	A	N	SP		6.25				12.5								3.2																																															6.25	50	<1																			25						<1											103.2
S41LAN	S41L	2013	A	N	SP	18.75	25												12.5																										<1												18.75			18.75						6.25	12.5												3.2														<1											115.7
S41RAX	S41R	2013	A	X	SP		12.5				6.25						1.6		3.2																										1.6												3.2			12.5						3.2	6.25	6.25																			62.5																	119.05
S42LXX	S42L	2013	X	X	SP	1.6	3.2				12.5						<1		3.2																																						12.5			12.5																											62.5																	108
S42RXN	S42R	2013	X	N	SP	6.25	6.25										<1		6.25																																						6.25			12.5						6.25	25																				37.5						<1											106.25
S43LRX	S43L	2013	R	X	SP	50	25				6.25								12.5																																									6.25								3.2												<1							6.25																	109.45
S43RRN	S43R	2013	R	N	SP	25	50												25																															<1							12.5																																															112.5
S44LAN	S44L	2013	A	N	SP	6.25	6.25				6.25	<1					<1		18.75										<1						1.6										3.2					<1							12.5			37.5								6.25											12.5								3.2																	114.25
S44RAX	S44R	2013	A	X	SP		6.25		3.2	<1	9.5	<1					3.2	<1	6.25										12.5										<1						3.2					12.5		<1					12.5		<1	25								<1											3.2														25						<1					122.3
S45LRX	S45L	2013	R	X	SP	75	12.5												6.25																					6.25												<1																																		<1	3.4																	103.4
S45RRN	S45R	2013	R	N	SP	50	25												12.5																<1				<1																		3.2			6.25																											6.25																	103.2
S46LXN	S46L	2013	X	N	SP	25	1.6												75																																						6.25			<1																																												107.85
S46RXX	S46R	2013	X	X	SP	18.75	6.25				12.5								25																																	<1								12.5																											25																	100
S47LRN	S47L	2013	R	N	SP	1.6	3.2												12.5																																						1.6										75																				6.25	12.5																112.65
S47RRX	S47R	2013	R	X	SP		1.6				3.2								3.2										<1																					3.2							<1			4.8							87.5																				6.25																	109.75
S48LXX	S48L	2013	X	X	SP		12.5				9.5								12.5																																									12.5							37.5												1.6								25																	111.1
S48RXN	S48R	2013	X	N	SP	6.25	6.25				18.5								6.25																																									6.25							37.5																				18.5																	99.5
S25LRX	S25L	2014	R	X	PP	32	32				12.5																																																							1.6																					18																	96.1
S25RRN	S25R	2014	R	N	PP	50	25				12.5								<1																										<1															1.6							1.6																				12.5						1.6											104.8
S26LAX	S26L	2014	A	X	PP	12.5	12.5				12.5								3.2																																						1.6																				1.6										62.5																	106.4
S26RAN	S26R	2014	A	N	PP	6.4	9.6				12.5						<1		3.2																																						3.2										37.5																				25																	97.4
S27LXN	S27L	2014	X	N	PP	18	6.4				18						1.6		6.4																																<1																37.5										<1										25																	112.9
S27RXX	S27R	2014	X	X	PP	9.6	12.5				12.5						1.6		9.6																																																18										1.6										37.5																	102.9
S28LRN	S28L	2014	R	N	PP	44	44				1.6								1.6																										6.4						<1									1.6							3.2																				3.2																	105.6
S28RRX	S28R	2014	R	X	PP	18	37.5																																																											37.5																					12.5																	105.5
S29LXN	S29L	2014	X	N	PP	12.5	12.5				3.2							<1	25																										6.4						3.2	<1					1.6			1.6						25	1.6																				6.4						12.5											111.5
S29RXX	S29R	2014	X	X	PP	9.6	9.6												9.6																																						12.5									18	9.6										<1										37.5						1.6											108
S30LAX	S30L	2014	A	X	PP	6.4	25										<1		6.4																	<1																								12.5							12.5										<1										37.5						1.6											101.9
S30RAN	S30R	2014	A	N	PP	6.4	12.5										1.6		12.5																										1.6						<1						3.2			1.6						6.4	12.5										1.6		3.2								37.5																	100.6
S31LAN	S31L	2014	A	N	PP	9.6	12.5				25						1.6		18																										<1						<1						1.6										18																				12.5												<1					98.8
S31RAX	S31R	2014	A	X	PP	6.4	9.6				<1								6.4																																						3.2			1.6							9.6																				62.5						1.6						<1					100.9
S32LXN	S32L	2014	X	N	PP	12.5	12.5				25						<1		18																	<1									6.4						<1	<1					37.5		<1	6.4																											6.4						6.4											131.1
S32RXX	S32R	2014	X	X	PP	12.5	12.5				18								12.5																										<1						1.6						12.5			12.5							12.5										<1										12.5						1.6											108.7
S33LRX	S33L	2014	R	X	PP	44	44				12.5								1.6																				<1						1.6						1.6																													<1							3.2						1.6											110.1
S33RRN	S33R	2014	R	N	PP	44	44				6.4								1.6																										1.6						<1						1.6			1.6																				3.2							1.6																	105.6
S34LXN	S34L	2014	X	N	PP	9.6	12.5				12.5								9.6																										9.6						1.6	<1					18			3.2							3.2																				18						12.5											110.3
S34RXX	S34R	2014	X	X	PP	9.6	18				9.6						<1		12.5																										6.4						1.6						9.6			6.4							9.6										<1										18						9.6											110.9
S35LRX	S35L	2014	R	X	PP	18	37.5				25								1.6																																						<1										3.2																				18																	103.3
S35RRN	S35R	2014	R	N	PP	41	41				6.4																																														1.6										12.5	1.6																																				104.1
S36LAX	S36L	2014	A	X	PP	6.4	18												6.4																																						12.5			12.5							37.5										<1										25						9.6											127.9
S36RAN	S36R	2014	A	N	PP	6.4	6.4				3.2								9.6																																						12.5									3.2	25													<1							50						6.4											122.7
S37LRN	S37L	2014	R	N	PP	37.5	37.5				1.6																																														12.5										12.5																				1.6																	103.2
S37RRX	S37R	2014	R	X	PP	18	18				1.6																																							3.2							6.4			1.6							50																				6.4						<1											105.2
S38LAX	S38L	2014	A	X	PP	9.6	9.6				3.2								3.2																																	<1					6.4									12.5	25																				37.5						3.2											110.2
S38RAN	S38R	2014	A	N	PP	12.5	25										<1		25																										1.6						1.6						3.2									1.6	3.2																				25						3.2											101.9
S39LXN	S39L	2014	X	N	PP	3.2	6.4				12.5								1.6										1.6																												6.4			3.2						3.2	37.5																				37.5																	113.1
S39RXX	S39R	2014	X	X	PP	12.5	12.5				1.6								9.6																										1.6		1.6										12.5			6.4							18																				25						3.2											104.5
S40LAX	S40L	2014	A	X	PP	12.5	12.5				9.6								12.5																					12.5																	6.4			12.5																											37.5																	116
S40RAN	S40R	2014	A	N	PP	1.6	3.2				3.2								1.6										3.2																												3.2										75																				12.5																	103.5
S41LAN	S41L	2014	A	N	PP	3.2	12.5												6.4																										<1															3.2						3.2	37.5																				37.5						1.6											105.1
S41RAX	S41R	2014	A	X	PP	1.6	9.6												3.2																										1.6												6.4			1.6				<1		1.6	62.5																				9.6	3.2																100.9
S42LXX	S42L	2014	X	X	PP	1.6	9.6					<1					<1		50																																						25		<1	6.4						1.6																					6.4						1.6											102.2
S42RXN	S42R	2014	X	N	PP	9.6	12.5				18						<1		25																																						25			9.6							1.6																				12.5						1.6											115.4
S43LRX	S43L	2014	R	X	PP	37.5	37.5				12.5																																							18										<1																											1.6																	107.1
S43RRN	S43R	2014	R	N	PP	47	47				6.4								<1																										<1												<1																														6.4																	106.8
S44LAN	S44L	2014	A	N	PP	3.2	12.5				12.5						1.6		9.6										1.6																<1					18							18			12.5																											18						1.6											109.1
S44RAX	S44R	2014	A	X	PP	1.6	3.2				25	<1					<1		3.2			<1							12.5																<1		1.6			12.5		<1					6.4		<1	25																				<1								12.5																103.5
S45LRX	S45L	2014	R	X	PP	58	37.5																																																		3.2										1.6																				6.4																	106.7
S45RRN	S45R	2014	R	N	PP	50	42				3.2								<1																										1.6																																										6.4																	103.2
S46LXN	S46L	2014	X	N	PP			3.2			12.5						<1		25																					9.6							3.2				<1								<1																		<1					<1					25																	78.5
S46RXX	S46R	2014	X	X	PP	12.5	18				9.6						<1		12.5																																<1									25							18										1.6										9.6																	106.8
S47LRN	S47L	2014	R	N	PP	75	12.5																																	1.6										1.6																6.4	1.6																				6.4																	105.1
S47RRX	S47R	2014	R	X	PP	42	42				18								<1																																						12.5										12.5																				18																	145
S48LXX	S48L	2014	X	X	PP	12.5	25				12.5								6.4																																						9.6			9.6							3.2																				25																	103.8
S48RXN	S48R	2014	X	N	PP	25	12.5				1.6						<1		6.4																										3.2						<1						6.4										25																				25																	105.1
S25LRX	S25L	2014	R	X	SP	12.5	9.6				12.5																																																								50															12.5					18																	115.1
S25RRN	S25R	2014	R	N	SP	9.6	9.6				12.5																																																								50																				25																	106.7
S26LAX	S26L	2014	A	X	SP	18	9.6				9.6								3.2																																						6.4										6.4																				50																	103.2
S26RAN	S26R	2014	A	N	SP						12.5																																																								75																				12.5																	100
S27LXN	S27L	2014	X	N	SP	6.4	12.5				9.6						12.5	<1	37.5																																<1	<1					6.4																						12.5								<1																	97.4
S27RXX	S27R	2014	X	X	SP	12.5	6.4				18																																																								62.5										<1										6.4																	105.8
S28LRN	S28L	2014	R	N	SP	47	47																																												<1									1.6																											3.2																	98.8
S28RRX	S28R	2014	R	X	SP	25	25				3.2																																														1.6									25	25																				6.4																	111.2
S29LXN	S29L	2014	X	N	SP	6.4	12.5												6.4																																	<1					6.4										37.5															12.5					37.5																	119.2
S29RXX	S29R	2014	X	X	SP	12.5	9.6												12.5																																						3.2									3.2	3.2										1.6										62.5																	108.3
S30LAX	S30L	2014	A	X	SP	6.4	18				1.6								12.5																																									25						1.6	25										1.6										37.5						<1											129.2
S30RAN	S30R	2014	A	N	SP	3.2	18				1.6						1.6		6.4																																<1									1.6							6.4												25								37.5						<1											101.3
S31LAN	S31L	2014	A	N	SP	6.4	12.5				12.5								1.6																										<1																					25	12.5															6.4					37.5																	114.4
S31RAX	S31R	2014	A	X	SP	3.2	6.4				12.5						1.6		12.5																																						1.6			6.4							37.5										1.6										25						1.6											109.9
S32LXN	S32L	2014	X	N	SP	6.4	12.5		1.6		9.6								6.4																																1.6						50			3.2							6.4										<1		3.2								6.4						9.6											116.9
S32RXX	S32R	2014	X	X	SP	12.5	18				12.5								9.6																										1.6						1.6						3.2			18							12.5										<1										25																	114.5
S33LRX	S33L	2014	R	X	SP	50	50				1.6								1.6																										1.6						<1						<1																														1.6																	106.4
S33RRN	S33R	2014	R	N	SP	44	44												<1																				3.2						<1						<1									1.6							1.6												1.6	6.4							1.6																	104
S34LXN	S34L	2014	X	N	SP	3.2	9.6				25								6.4																				<1						9.6						<1						6.4			1.6																						12.5					37.5						3.2											115
S34RXX	S34R	2014	X	X	SP	6.4	18				9.6								18																										3.2						3.2	<1					6.4			12.5																			12.5								25						12.5											127.3
S35LRX	S35L	2014	R	X	SP	9.6	62.5												6.4																																						1.6										25																				6.4																	111.5
S35RRN	S35R	2014	R	N	SP	37.5	50				6.4								1.6																										<1							<1					1.6																						1.6								1.6																	100.3
S36LAX	S36L	2014	A	X	SP	9.6	25												12.5																																<1	<1					9.6			25							6.4																				18						12.5											118.6
S36RAN	S36R	2014	A	N	SP	9.6	6.4												12.5																										1.6												1.6			12.5							37.5										<1		<1								37.5						9.6											128.8
S37LRN	S37L	2014	R	N	SP	50	47				3.2								<1																										<1						<1						1.6										1.6																				3.2																	106.6
S37RRX	S37R	2014	R	X	SP	41	41												1.6																															1.6							3.2									12.5	6.4																										<1											107.3
S38LAX	S38L	2014	A	X	SP	6.4	12.5				6.4																		<1																<1												6.4			6.4						3.2	37.5																				25						1.6											105.4
S38RAN	S38R	2014	A	N	SP	3.2	12.5				6.25						<1	<1	3.2																																						1.6			37.5						3.2	6.25																				56																	129.7
S39LXN	S39L	2014	X	N	SP	12.5	12.5												6.4										1.6																					1.6							12.5										12.5																				50						<1											109.6
S39RXX	S39R	2014	X	X	SP	3.2	9.6				25								1.6																																						12.5			12.5						12.5																					25																	101.9
S40LAX	S40L	2014	A	X	SP	9.6	9.6				3.2								6.4																																						18			3.2							3.2																				50																	103.2
S40RAN	S40R	2014	A	N	SP	3.2	6.4				6.4								1.6										1.6																		1.6																				75																				6.4						1.6											103.8
S41LAN	S41L	2014	A	N	SP	3.2	18										<1		25										<1																9.6							<1					18			12.5						1.6	3.2												9.6			1.6											3.2											105.5
S41RAX	S41R	2014	A	X	SP	1.6	25				3.2						<1		12.5																										3.2												1.6			1.6						3.2	3.2																				50																	105.1
S42LXX	S42L	2014	X	X	SP	6.4	9.6				12.5								12.5																																						12.5			6.4						3.2																					50																	113.1
S42RXN	S42R	2014	X	N	SP	1.6	6.4										<1		25																										<1												9.6			3.2						6.4	25																				37.5						1.6											116.3
S43LRX	S43L	2014	R	X	SP	62.5	37.5				3.2								<1										<1																															<1																											1.6																	104.8
S43RRN	S43R	2014	R	N	SP	47	47												6.4										<1																1.6					<1							1.6																																				1.6											105.2
S44LAN	S44L	2014	A	N	SP	3.2	6.4					<1					<1	<1	12.5																																						3.2			12.5																			62.5	<1							12.5																	112.8
S44RAX	S44R	2014	A	X	SP		3.2				6.4	<1							25										9.6						1.6	<1									<1					12.5		<1					18																						6.4														25											107.7
S45LRX	S45L	2014	R	X	SP	75	12.5												1.6																					12.5																																								<1							3.2																	104.8
S45RRN	S45R	2014	R	N	SP	50	50										<1																												<1												<1			3.2																			<1	<1							1.6																	104.8
S46LXN	S46L	2014	X	N	SP	12.5	6.4										1.6		75																				<1						<1						<1	<1					12.5		<1																																													108
S46RXX	S46R	2014	X	X	SP	6.4	6.4				6.4						<1		25																										<1						<1	<1								25							6.4										<1										25																	100.6
S47LRN	S47L	2014	R	N	SP	6.4	6.4												3.2																																																75																				6.4	18																115.4
S47RRX	S47R	2014	R	X	SP	1.6	6.4				1.6																													1.6										3.2							3.2										81																				6.4																	105
S48LXX	S48L	2014	X	X	SP	9.6	6.4				3.2								6.4																								3.2								<1	<1															50																				25																	103.8
S48RXN	S48R	2014	X	N	SP	12.5	9.6				6.4								6.4																										1.6						<1																62.5										<1										9.6																	108.6
S25LRX	S25L	2015	R	X	PP	37.5	37.5				6.25								25					1.6																					12.5						<1															3.2																					9.4																	132.95
S25RRN	S25R	2015	R	N	PP	37.5	37.5				<1								12.5					3.2																					18						7.8																1.6										<1																1.6							1.6				121.3
S26LAX	S26L	2015	A	X	PP	3.2	3.2				6.25								<1																																						1.6																														94												<1					108.25
S26RAN	S26R	2015	A	N	PP	1.6	6.25				9.4								12.5																																																62.5																				25																	117.25
S27LXN	S27L	2015	X	N	PP	6.25	1.6				25								18															12.5																	1.6																37.5										<1	1.6									32													<1				136.05
S27RXX	S27R	2015	X	X	PP	6.25	3.2				12.5								6.25															1.6																	<1																37.5										1.6										50																	118.9
S28LRN	S28L	2015	R	N	PP		3.2				1.6								6.25																	<1									82						7.8	<1															3.2																				1.6																	105.65
S28RRX	S28R	2015	R	X	PP		3.2				1.6								9.4																										75						6.25															25																																						120.45
S29LXN	S29L	2015	X	N	PP						3.2								62.5					1.6																					18							<1														25	3.2																				3.2						1.6											118.3
S29RXX	S29R	2015	X	X	PP	9.4	6.25												12.5															4.8																	<1						3.2									18	1.6										<1										50						<1											105.75
S30LAX	S30L	2015	A	X	PP		50												12.5																	<1																					3.2			1.6							12.5																				37.5						12.5											129.8
S30RAN	S30R	2015	A	N	PP	1.6	6.25												25					1.6																					<1						<1						<1									6.25	12.5										<1										50																	103.2
S31LAN	S31L	2015	A	N	PP		6.25				25								62.5																																<1																25																				18																	136.75
S31RAX	S31R	2015	A	X	PP		12.5				1.6								12.5																	<1																					6.25										12.5																				75																	120.35
S32LXN	S32L	2015	X	N	PP		6.25				37.5								50																										12.5						1.6	1.6					12.5																														1.6																	123.55
S32RXX	S32R	2015	X	X	PP	3.2	6.25				18								50					1.6												<1									1.6						1.6						3.2			9.4							6.25										1.6										6.25																	108.95
S33LRX	S33L	2015	R	X	PP		1.6	3.2			3.2								25					3.2																					82						<1	<1																																																				118.2
S33RRN	S33R	2015	R	N	PP						3.2								37.5																										75						<1	3.2					1.6																														1.6																	122.1
S34LXN	S34L	2015	X	N	PP		12.5				12.5								43																	<1																					25										1.6																				12.5						3.2											110.3
S34RXX	S34R	2015	X	X	PP		12.5				3.2						9.4		6.25																																<1						4.8										6.25										<1										12.5						4.8											59.7
S35LRX	S35L	2015	R	X	PP	6.25	18				18								9.4																										25						<1	<1					1.6										3.2	1.6																			37.5																	120.55
S35RRN	S35R	2015	R	N	PP	12.5	6.25				3.2								9.4																										50							1.6					6.25										32	1.6																																				122.8
S36LAX	S36L	2015	A	X	PP	6.25	6.25												25																										6.25												3.2			3.2							37.5																				25						<1						<1					112.65
S36RAN	S36R	2015	A	N	PP	1.6	6.25				1.6								12.5																										1.6												9.4									3.2	18										<1										62.5						<1											116.65
S37LRN	S37L	2015	R	N	PP	1.6	1.6				32								3.2					1.6																					62.5						1.6						25									1.6	9.4																																					140.1
S37RRX	S37R	2015	R	X	PP	6.25	6.25				3.2								1.6																										1.6					<1	<1						12.5									3.2	75																				3.2																	112.8
S38LAX	S38L	2015	A	X	PP	3.2	25				1.6								6.25																																						6.25									1.6	50																				37.5						<1											131.4
S38RAN	S38R	2015	A	N	PP	1.6	6.25												62.5																																						3.2									<1	3.2																				37.5						1.6											115.85
S39LXN	S39L	2015	X	N	PP	3.2	1.6				18								6.25																										<1												6.25									9.4	25	1.6																			50																	121.3
S39RXX	S39R	2015	X	X	PP		3.2												50																										<1							<1					37.5			<1						1.6	9.4																				25																	126.7
S40LAX	S40L	2015	A	X	PP	6.25	3.2				12.5								6.25																					9.4					<1												1.6																														67.5																	106.7
S40RAN	S40R	2015	A	N	PP	3.2	1.6				18								6.25										<1																																						67.5	1.6																			25																	123.15
S41LAN	S41L	2015	A	N	PP		4.8												3.2																										1.6												3.2			3.2						3.2	37.5																				50																	106.7
S41RAX	S41R	2015	A	X	PP		25												18										<1																1.6												12.5			1.6						1.6	67.5	1.6																			6.25	1.6											<1					137.25
S42LXX	S42L	2015	X	X	PP		1.6							1.6			3.2		87.5										<1							<1																					6.25			3.2						1.6												<1									1.6												<1					106.55
S42RXN	S42R	2015	X	N	PP	6.25	1.6				18								43																										<1												12.5			9.4																											12.5						1.6											104.85
S43LRX	S43L	2015	R	X	PP		1.6				1.6						<1		50				1.6	1.6								<1				<1									37.5					9.4		<1					1.6		<1									3.2										1.6									1.6																	111.3
S43RRN	S43R	2015	R	N	PP		1.6				1.6						<1		43	<1																									50						<1						<1											1.6											3.2								9.4														3.2			113.6
S44LAN	S44L	2015	A	N	PP		3.2				12.5						25		6.25										1.6							<1														6.25							9.4			6.25																											37.5																	107.95
S44RAX	S44R	2015	A	X	PP	1.6	3.2				25			<1			6.25		12.5										9.4																					25							6.25		<1	6.25								9.4												1.6								12.5											1.6					120.55
S45LRX	S45L	2015	R	X	PP	12.5	3.2				<1								18					<1																					67.5							3.2					9.4		<1								1.6										<1			<1							4.8																	120.2
S45RRN	S45R	2015	R	N	PP	6.25	3.2				3.2								18																										75						<1	<1																									<1			1.6							6.25																	113.5
S46LXN	S46L	2015	X	N	PP		1.6	3.2			9.4						1.6		50																	<1				9.4					<1																																										37.5						<1											112.7
S46RXX	S46R	2015	X	X	PP	1.6	6.25				6.25						1.6		43																																	<1								12.5							25										1.6										12.5																	110.3
S47LRN	S47L	2015	R	N	PP	84	1.6				1.6								4.8													3.2													<1					<1							<1									6.25	3.2																				6.25																	110.9
S47RRX	S47R	2015	R	X	PP	43	3.2				9.4								25																																						6.25										9.4																				6.25																	102.5
S48LXX	S48L	2015	X	X	PP	4.8	12.5				9.4								6.25																																						6.25			1.6							3.2										<1										62.5																	106.5
S48RXN	S48R	2015	X	N	PP	6.25	1.6				1.6						1.6		37.5																										<1						<1						3.2										37.5																				37.5																	126.75
S25LRX	S25L	2015	R	X	SP	6.25	6.25				3.2								1.6																																															3.2	75																18				12.5																	126
S25RRN	S25R	2015	R	N	SP	12.5	9.4				12.5								<1																																																82																				18						<1											134.4
S26LAX	S26L	2015	A	X	SP	9.4	9.4				9.4								1.6																	<1																					3.2										6.25																				62.5																	101.75
S26RAN	S26R	2015	A	N	SP		1.6				12.5								<1																																																82																				18																	114.1
S27LXN	S27L	2015	X	N	SP		12.5				9.4						50		25																	<1									1.6						<1						1.6																					32									1.6																	133.7
S27RXX	S27R	2015	X	X	SP	12.5	1.6				12.5								1.6																																																50										<1										25																	103.2
S28LRN	S28L	2015	R	N	SP		3.2												12.5																										62.5						1.6	<1					1.6																					25									1.6																	108
S28RRX	S28R	2015	R	X	SP	3.2	6.25				1.6								9.4																										37.5																					42	18										1.6	1.6									6.25																	127.4
S29LXN	S29L	2015	X	N	SP		12.5				1.6								18					1.6																																	3.2										62.5																				12.5													<1				111.9
S29RXX	S29R	2015	X	X	SP	3.2	3.2												6.25															1.6																							3.2									6.25	1.6										1.6										75																	101.9
S30LAX	S30L	2015	A	X	SP		12.5												12.5																																						6.25			<1							18										<1										62.5																	111.75
S30RAN	S30R	2015	A	N	SP		18				1.6								25																	<1									3.2						<1																12.5											12.5									37.5						1.6											111.9
S31LAN	S31L	2015	A	N	SP		1.6												12.5																										3.2																					25	25											<1					1.6				37.5																	106.4
S31RAX	S31R	2015	A	X	SP	1.6	12.5												25																																																50										<1										37.5												<1					126.6
S32LXN	S32L	2015	X	N	SP		3.2		<1		6.25								67.5																	<1															1.6						6.25										6.25											25									3.2																	119.25
S32RXX	S32R	2015	X	X	SP	1.6	6.25				9.4								37.5																	<1															<1						1.6			6.25							7.8										3.2										56.25																	129.85
S33LRX	S33L	2015	R	X	SP				<1										25					12.5																					75						<1																											6.25									<1																	118.75
S33RRN	S33R	2015	R	N	SP														25					3.2																					75						1.6	1.6					1.6										3.2											12.5	6.25																					<1				129.95
S34LXN	S34L	2015	X	N	SP		12.5				9.4								43																	<1															<1						12.5																										18				37.5																	132.9
S34RXX	S34R	2015	X	X	SP		12.5				18								18																										1.6												6.25																					37.5									37.5						1.6											132.95
S35LRX	S35L	2015	R	X	SP	1.6	6.25				<1								4.8																										62.5						1.6	<1					6.25										31											9.4									18																	141.4
S35RRN	S35R	2015	R	N	SP	1.6	12.5				1.6								3.2																										25						1.6						3.2											12.5										62.5									1.6																	125.3
S36LAX	S36L	2015	A	X	SP	6.25	37.5												37.5					<1								<1													1.6							<1					6.25			9.4							3.2										1.6										9.4						<1											112.7
S36RAN	S36R	2015	A	N	SP	1.6	3.2				1.6								50													<1																			<1						6.25										37.5										<1										25						1.6											126.75
S37LRN	S37L	2015	R	N	SP	1.6	1.6				1.6			<1					6.25																										87.5						<1	<1																																			1.6													1.6				101.75
S37RRX	S37R	2015	R	X	SP	31	6.25												6.25																										25					<1	<1						31									6.25	1.6																																					107.35
S38LAX	S38L	2015	A	X	SP	3.2	25				1.6								<1																																						12.5			1.6						1.6	50																				25						1.6											122.1
S38RAN	S38R	2015	A	N	SP	6.25	6.25				6.25								3.2																										<1												3.2										1.6																				75																	101.75
S39LXN	S39L	2015	X	N	SP	1.6	1.6				3.2								18																										<1					1.6							18										12.5	3.2																			50																	109.7
S39RXX	S39R	2015	X	X	SP	1.6	3.2				43								3.2																										<1												3.2			3.2																	1.6										43																	102
S40LAX	S40L	2015	A	X	SP	1.6	6.25				1.6								12.5																										1.6												3.2										1.6												<1								75																	103.35
S40RAN	S40R	2015	A	N	SP	1.6	3.2				37.5								6.25										<1																												1.6										50	3.2																			37.5						<1											140.85
S41LAN	S41L	2015	A	N	SP		3.2												67.5										<1																<1												12.5			3.2						1.6	6.25												9.4				1.6				6.25																	111.5
S41RAX	S41R	2015	A	X	SP		25				1.6						<1		12.5										1.6							<1									3.2												<1									1.6	3.2	3.2																			50																	101.9
S42LXX	S42L	2015	X	X	SP	1.6	3.2		<1		12.5						1.6		6.25																										<1												6.25									1.6												<1									75																	108
S42RXN	S42R	2015	X	N	SP	1.6	3.2										1.6		37.5																																						6.25			4.8						6.25	25																				18						1.6											105.8
S43LRX	S43L	2015	R	X	SP		1.6										<1		25	<1																<1									75							<1					1.6			<1								6.25										1.6									3.2																	114.25
S43RRN	S43R	2015	R	N	SP		1.6				<1								50				9.4	1.6					<1																50					1.6	<1						1.6																						1.6	<1																				<1				117.4
S44LAN	S44L	2015	A	N	SP		18				3.2			1.6			6.25		25																															<1							6.25			4.8								6.25										37									12.5																	120.85
S44RAX	S44R	2015	A	X	SP		6.25				4.8			3.2			<1		37.5										3.2							<1														6.25							9.4		<1	3.2								4.8										3.2															9.4											91.2
S45LRX	S45L	2015	R	X	SP	12.5	1.6												12.5					<1																7.8					75							1.6																									<1			6.25							<1																	117.25
S45RRN	S45R	2015	R	N	SP	12.5	3.2				<1								25										<1																67.5						1.6	<1					1.6																							1.6							6.25																	119.25
S46LXN	S46L	2015	X	N	SP		1.6										<1		97.8																																						4.8																														<1																	104.2
S46RXX	S46R	2015	X	X	SP		1.6				6.25			<1			1.6		43																																									3.2							3.2	<1									<1										43																	101.85
S47LRN	S47L	2015	R	N	SP	1.6	1.6												12.5																										1.6												1.6										84	1.6										<1									3.2	12.5																120.2
S47RRX	S47R	2015	R	X	SP	1.6	1.6				3.2								1.6													<1													<1							<1					1.6										94																				3.2																	106.8
S48LXX	S48L	2015	X	X	SP	4.8	3.2				3.2								47																										<1																						37.5										<1										25						6.25											126.95
S48RXN	S48R	2015	X	N	SP	1.6	1.6				6.25								50																										<1																						50										<1										12.5																	121.95
