Year	Plot	Treat_W	Treat_N	biomass_g	grass_per	for_per	bare_per	litter_per	total_live
2014	G10RAN	A	N	8.91	5	35	50	10	40
2014	G10RAN	A	N	15.85	5	60	30	5	65
2014	G11LRN	R	N	0	0	0	90	10	0
2014	G11LRN	R	N	0	0	0	95	5	0
2014	G11LRN	R	N	0	0	0	95	5	0
2014	G11LRN	R	N	0	0	0	95	5	0
2014	G11RRX	R	X	0	0	0	95	5	0
2014	G11RRX	R	X	0.2	0	5	90	5	5
2014	G11RRX	R	X	0	0	0	95	5	0
2014	G11RRX	R	X	0	0	0	80	20	0
2014	G12LXN	X	N	13.85	10	40	20	30	50
2014	G12LXN	X	N	12.5	5	25	30	40	30
2014	G12LXN	X	N	13.36	20	60	15	5	80
2014	G12LXN	X	N	16.56	5	70	10	15	75
2014	G12RXX	X	X	11.39	30	10	0	60	40
2014	G12RXX	X	X	7.46	25	5	0	70	30
2014	G12RXX	X	X	15.66	50	20	0	30	70
2014	G12RXX	X	X	7.35	40	5	0	55	45
2014	G13LAX	A	X	6.7	25	40	0	35	65
2014	G13LAX	A	X	9.04	60	30	0	10	90
2014	G13LAX	A	X	8.11	10	55	10	25	65
2014	G13LAX	A	X	11.79	10	70	15	5	80
2014	G13RAN	A	N	15.16	5	85	0	10	90
2014	G13RAN	A	N	12.13	5	75	0	20	80
2014	G13RAN	A	N	18.01	5	80	10	5	85
2014	G13RAN	A	N	11.36	5	90	0	5	95
2014	G14LRN	R	N	0.02	0	5	90	5	5
2014	G14LRN	R	N	0	0	0	95	5	0
2014	G14LRN	R	N	0	0	0	30	70	0
2014	G14LRN	R	N	0	0	0	50	50	0
2014	G14RRX	R	X	0	0	0	75	25	0
2014	G14RRX	R	X	0	0	0	0	100	0
2014	G14RRX	R	X	0	0	0	90	10	0
2014	G14RRX	R	X	0	0	0	95	5	0
2014	G15LRN	R	N	0	0	0	40	60	0
2014	G15LRN	R	N	0	0	0	40	60	0
2014	G15LRN	R	N	0	0	0	70	30	0
2014	G15LRN	R	N	0.13	0	5	25	70	5
2014	G15RRX	R	X	0	0	0	25	75	0
2014	G15RRX	R	X	0	0	0	95	5	0
2014	G15RRX	R	X	0	0	0	60	40	0
2014	G15RRX	R	X	0	0	0	30	70	0
2014	G16LXN	X	N	11.81	30	20	10	40	50
2014	G16LXN	X	N	9.75	0	0	0	0	0
2014	G16LXN	X	N	10.63	10	40	40	10	50
2014	G16LXN	X	N	8.94	10	30	50	10	40
2014	G16RXX	X	X	6.53	30	30	20	20	60
2014	G16RXX	X	X	14.29	20	40	10	30	60
2014	G16RXX	X	X	27.68	0	60	20	20	60
2014	G16RXX	X	X	14.85	20	30	30	20	50
2014	G17LAN	A	N	8.94	20	50	20	10	70
2014	G17LAN	A	N	10.23	5	70	10	15	75
2014	G17LAN	A	N	12.85	30	40	0	30	70
2014	G17LAN	A	N	8.27	30	20	0	50	50
2014	G17RAX	A	X	6.41	10	20	10	60	30
2014	G17RAX	A	X	13.82	20	30	10	40	50
2014	G17RAX	A	X	15.65	40	20	0	40	60
2014	G17RAX	A	X	11.96	20	20	0	60	40
2014	G18LXN	X	N	20.93	5	80	0	15	85
2014	G18LXN	X	N	10.21	5	50	10	35	55
2014	G18LXN	X	N	15.93	5	65	10	20	70
2014	G18LXN	X	N	16.5	10	60	10	20	70
2014	G18RXX	X	X	8.53	25	75	20	5	100
2014	G18RXX	X	X	11.33	15	50	10	25	65
2014	G18RXX	X	X	14.73	0	30	40	30	30
2014	G18RXX	X	X	9.63	10	50	20	20	60
2014	G19LXX	X	X	18.02	0	90	10	0	90
2014	G19LXX	X	X	5.02	5	25	20	50	30
2014	G19LXX	X	X	9.29	10	30	10	50	40
2014	G19LXX	X	X	9.44	10	30	10	50	40
2014	G19RXN	X	N	4.26	5	10	80	5	15
2014	G19RXN	X	N	4.86	20	20	25	35	40
2014	G19RXN	X	N	11.01	10	70	5	15	80
2014	G19RXN	X	N	11.74	10	40	10	40	50
2014	G20LRX	R	X	0	0	0	85	15	0
2014	G20LRX	R	X	0	0	0	80	20	0
2014	G20LRX	R	X	0	0	0	20	80	0
2014	G20LRX	R	X	0	0	0	95	5	0
2014	G20RRN	R	N	0	0	0	90	10	0
2014	G20RRN	R	N	0	0	0	70	30	0
2014	G20RRN	R	N	0	0	0	90	10	0
2014	G20RRN	R	N	0	0	0	95	5	0
2014	G21LRX	R	X	0	0	0	95	5	0
2014	G21LRX	R	X	0.36	0	5	75	20	5
2014	G21LRX	R	X	0.65	1	10	79	10	11
2014	G21LRX	R	X	0	0	0	95	5	0
2014	G21RRN	R	N	0.17	0	5	5	90	5
2014	G21RRN	R	N	0	0	0	40	60	0
2014	G21RRN	R	N	0.48	0	5	30	65	5
2014	G21RRN	R	N	0.15	0	5	10	85	5
2014	G22LXX	X	X	1.79	20	5	40	35	25
2014	G22LXX	X	X	4.95	10	20	60	10	30
2014	G22LXX	X	X	10.09	10	35	5	50	45
2014	G22LXX	X	X	2.99	10	40	20	30	50
2014	G22RXN	X	N	14.28	10	70	10	10	80
2014	G22RXN	X	N	8.31	5	60	5	30	65
2014	G22RXN	X	N	12.39	5	70	0	25	75
2014	G22RXN	X	N	14.95	5	65	25	5	70
2014	G23LAX	A	X	10.27	20	10	10	60	30
2014	G23LAX	A	X	14.04	60	20	0	20	80
2014	G23LAX	A	X	18.39	40	10	0	50	50
2014	G23LAX	A	X	14.29	90	0	0	10	90
2014	G23RAN	A	N	18.6	90	0	0	10	90
2014	G23RAN	A	N	19.25	60	10	0	30	70
2014	G23RAN	A	N	22.29	20	40	10	30	60
2014	G23RAN	A	N	18.01	70	20	0	10	90
2014	G24LAN	A	N	9.49	60	10	5	25	70
2014	G24LAN	A	N	5.6	30	10	20	40	40
2014	G24LAN	A	N	6.19	30	10	0	60	40
2014	G24LAN	A	N	11.39	65	5	0	30	70
2014	G24RAX	A	X	14.24	70	20	5	5	90
2014	G24RAX	A	X	27.17	80	20	0	0	100
2014	G24RAX	A	X	11.22	30	30	20	20	60
2014	G24RAX	A	X	19.43	65	30	0	5	95
2015	G01LXN	X	N	22.61	10	80	5	5	90
2015	G01LXN	X	N	17.19	15	35	20	30	50
2015	G01LXN	X	N	23.92	75	10	5	10	85
2015	G01LXN	X	N	16.54	5	85	5	5	90
2015	G01RXX	X	X	10.15	10	60	20	10	70
2015	G01RXX	X	X	16.96	5	85	0	10	90
2015	G01RXX	X	X	28.09	85	5	5	5	90
2015	G01RXX	X	X	34.22	50	20	20	10	70
2015	G02LAX	A	X	27.8	85	0	0	15	85
2015	G02LAX	A	X	12.83	5	90	5	0	95
2015	G02LAX	A	X	13.6	5	90	0	5	95
2015	G02LAX	A	X	10.45	0	95	0	5	95
2015	G02RAN	A	N	29.19	80	20	0	0	100
2015	G02RAN	A	N	23.75	95	0	0	5	95
2015	G02RAN	A	N	11.54	40	40	5	15	80
2015	G02RAN	A	N	15.68	25	60	10	5	85
2015	G03LRX	R	X	10.9	0	60	10	30	60
2015	G03LRX	R	X	10.57	0	80	15	5	80
2015	G03LRX	R	X	11.08	5	80	15	0	85
2015	G03LRX	R	X	9.68	0	60	35	5	60
2015	G03RRN	R	N	22.22	5	85	0	10	90
2015	G03RRN	R	N	18.28	0	70	25	5	70
2015	G03RRN	R	N	20.47	0	95	0	5	95
2015	G03RRN	R	N	12.27	0	35	65	0	35
2015	G04LXX	X	X	18.25	50	40	0	10	90
2015	G04LXX	X	X	19.91	60	15	15	10	75
2015	G04LXX	X	X	39.89	95	0	0	5	95
2015	G04LXX	X	X	23.94	40	45	0	5	85
2015	G04RXN	X	N	13.49	0	80	15	5	80
2015	G04RXN	X	N	9.69	5	20	70	5	25
2015	G04RXN	X	N	16.92	15	50	20	15	65
2015	G04RXN	X	N	13.6	5	40	25	30	45
2015	G05LRN	R	N	9.46	0	40	60	0	40
2015	G05LRN	R	N	12.13	5	25	60	10	30
2015	G05LRN	R	N	16.15	0	95	5	0	95
2015	G05LRN	R	N	13.86	0	55	40	5	55
2015	G05RRX	R	X	4.32	0	40	10	50	40
2015	G05RRX	R	X	7.22	5	75	10	10	80
2015	G05RRX	R	X	8.22	0	60	30	10	60
2015	G05RRX	R	X	4.99	0	20	75	5	20
2015	G06LAN	A	N	42.73	90	10	0	0	100
2015	G06LAN	A	N	45.22	75	25	0	0	100
2015	G06LAN	A	N	35.35	100	0	0	0	100
2015	G06LAN	A	N	42.18	95	5	0	0	100
2015	G06RAX	A	X	27.01	100	0	0	0	100
2015	G06RAX	A	X	25.2	90	10	0	0	100
2015	G06RAX	A	X	20.73	95	5	0	0	100
2015	G06RAX	A	X	24.46	100	0	0	0	100
2015	G07LRX	R	X	12.12	0	40	30	30	40
2015	G07LRX	R	X	6.67	30	10	30	30	40
2015	G07LRX	R	X	6.62	20	25	25	30	45
2015	G07LRX	R	X	18.36	60	20	5	15	80
2015	G07RRN	R	N	9.86	60	20	10	10	80
2015	G07RRN	R	N	11.74	10	55	25	10	65
2015	G07RRN	R	N	16.57	10	50	25	15	60
2015	G07RRN	R	N	7.64	45	30	15	10	75
2015	G08LXX	X	X	15.92	30	50	5	15	80
2015	G08LXX	X	X	14.22	30	60	0	10	90
2015	G08LXX	X	X	14.54	70	20	5	5	90
2015	G08LXX	X	X	16.06	30	60	5	5	90
2015	G08RXN	X	N	14.5	50	40	0	10	90
2015	G08RXN	X	N	18.83	50	50	0	0	100
2015	G08RXN	X	N	14.65	45	45	0	10	90
2015	G08RXN	X	N	17.85	65	20	0	15	85
2015	G09LAX	A	X	20.61	95	5	0	0	100
2015	G09LAX	A	X	26.79	100	0	0	0	100
2015	G09LAX	A	X	37.9	100	0	0	0	100
2015	G09LAX	A	X	24.5	95	5	0	0	100
2015	G09RAN	A	N	40.14	100	0	0	0	100
2015	G09RAN	A	N	33.16	100	0	0	0	100
2015	G09RAN	A	N	25.28	100	0	0	0	100
2015	G09RAN	A	N	40.53	100	0	0	0	100
2015	G10LAX	A	X	16.09	60	15	5	20	75
2015	G10LAX	A	X	39.76	80	5	0	15	85
2015	G10LAX	A	X	11.39	20	10	30	40	30
2015	G10LAX	A	X	15.15	50	20	10	20	70
2015	G10RAN	A	N	13.72	30	10	10	50	40
2015	G10RAN	A	N	9.62	40	10	20	30	50
2015	G10RAN	A	N	16.83	40	40	10	10	80
2015	G10RAN	A	N	3.53	50	10	20	20	60
2015	G11LRN	R	N	22.43	0	80	20	0	80
2015	G11LRN	R	N	31.82	0	90	10	0	90
2015	G11LRN	R	N	33.11	0	95	5	0	95
2015	G11LRN	R	N	13.71	5	80	15	0	85
2015	G11RRX	R	X	18.9	0	80	20	0	80
2015	G11RRX	R	X	14.44	15	85	0	0	100
2015	G11RRX	R	X	23.52	10	85	0	5	95
2015	G11RRX	R	X	16.72	0	80	20	0	80
2015	G12LXN	X	N	27.07	90	10	0	0	100
2015	G12LXN	X	N	34.25	100	0	0	0	100
2015	G12LXN	X	N	18.84	100	0	0	0	100
2015	G12LXN	X	N	22.24	90	10	0	0	100
2015	G12RXX	X	X	14.87	85	10	5	0	95
2015	G12RXX	X	X	23.17	95	0	0	5	95
2015	G12RXX	X	X	18.87	95	5	0	0	100
2015	G12RXX	X	X	13.03	85	5	10	0	90
2015	G13LAX	A	X	11.84	50	35	0	15	85
2015	G13LAX	A	X	12.85	45	25	15	15	70
2015	G13LAX	A	X	13.6	20	35	20	25	55
2015	G13LAX	A	X	12.8	40	15	25	20	55
2015	G13RAN	A	N	21.86	5	60	5	30	65
2015	G13RAN	A	N	6.48	40	0	50	10	40
2015	G13RAN	A	N	21.85	10	60	10	20	70
2015	G13RAN	A	N	36.15	10	80	0	10	90
2015	G14LRN	R	N	12.88	0	80	20	0	80
2015	G14LRN	R	N	7.77	0	75	25	0	75
2015	G14LRN	R	N	9.92	0	70	30	0	70
2015	G14LRN	R	N	7.53	0	25	70	5	25
2015	G14RRX	R	X	7.94	0	90	10	0	90
2015	G14RRX	R	X	5.93	0	30	70	0	30
2015	G14RRX	R	X	9.92	0	70	15	15	70
2015	G14RRX	R	X	10.17	0	30	70	0	30
2015	G15LRN	R	N	16.67	0	90	10	0	90
2015	G15LRN	R	N	32.57	5	90	5	0	95
2015	G15LRN	R	N	35.57	0	95	5	0	95
2015	G15LRN	R	N	23.48	0	95	5	0	95
2015	G15RRX	R	X	15.28	5	90	5	0	95
2015	G15RRX	R	X	12.05	15	65	15	5	80
2015	G15RRX	R	X	16.37	5	85	10	0	90
2015	G15RRX	R	X	24.84	0	100	0	0	100
2015	G16LXN	X	N	39.7	90	5	0	5	95
2015	G16LXN	X	N	36.22	50	45	0	5	95
2015	G16LXN	X	N	31.26	10	65	5	10	75
2015	G16LXN	X	N	33.85	50	45	0	5	95
2015	G16RXX	X	X	17.12	50	15	30	5	65
2015	G16RXX	X	X	14.17	55	25	10	10	80
2015	G16RXX	X	X	16.58	70	15	10	5	85
2015	G16RXX	X	X	15.12	50	45	0	5	95
2015	G17LAN	A	N	17.08	60	25	5	10	85
2015	G17LAN	A	N	13.7	20	70	0	10	90
2015	G17LAN	A	N	17.74	15	70	10	5	85
2015	G17LAN	A	N	7.31	0	0	0	0	0
2015	G17RAX	A	X	16.19	20	55	20	5	75
2015	G17RAX	A	X	14.57	40	35	20	5	75
2015	G17RAX	A	X	20.99	90	5	0	5	95
2015	G17RAX	A	X	21.65	90	5	0	5	95
2015	G18LXN	X	N	8.91	5	70	20	5	75
2015	G18LXN	X	N	32.49	30	30	30	10	60
2015	G18LXN	X	N	6.92	0	45	55	0	45
2015	G18LXN	X	N	11.98	10	45	40	5	55
2015	G18RXX	X	X	12.93	30	20	35	15	50
2015	G18RXX	X	X	10.77	60	20	15	5	80
2015	G18RXX	X	X	24.49	70	20	5	5	90
2015	G18RXX	X	X	2.66	10	60	25	5	70
2015	G19LXX	X	X	15.08	20	30	50	0	50
2015	G19LXX	X	X	8.56	25	10	60	5	35
2015	G19LXX	X	X	14.95	70	15	10	5	85
2015	G19LXX	X	X	6.25	15	5	80	0	20
2015	G19RXN	X	N	11	0	65	25	10	65
2015	G19RXN	X	N	4.04	0	40	50	10	40
2015	G19RXN	X	N	7.89	20	35	35	10	55
2015	G19RXN	X	N	10.3	5	80	10	5	85
2015	G20LRX	R	X	13.94	0	25	50	25	25
2015	G20LRX	R	X	28.27	0	60	20	20	60
2015	G20LRX	R	X	8.05	10	40	10	40	50
2015	G20LRX	R	X	14.99	0	40	20	40	40
2015	G20RRN	R	N	8.04	0	65	15	20	65
2015	G20RRN	R	N	10.85	0	60	20	20	60
2015	G20RRN	R	N	10.46	10	70	0	20	80
2015	G20RRN	R	N	16.72	0	40	50	10	40
2015	G21LRX	R	X	18.44	20	50	20	10	70
2015	G21LRX	R	X	22.35	30	60	0	10	90
2015	G21LRX	R	X	16.69	50	20	10	20	70
2015	G21LRX	R	X	20.68	35	55	0	10	90
2015	G21RRN	R	N	16.09	20	60	0	20	80
2015	G21RRN	R	N	9.95	40	10	20	30	50
2015	G21RRN	R	N	7.18	30	30	20	20	60
2015	G21RRN	R	N	6.53	20	20	30	30	40
2015	G22LXX	X	X	14.78	90	0	10	0	90
2015	G22LXX	X	X	2.38	40	0	20	40	40
2015	G22LXX	X	X	9.66	40	10	20	30	50
2015	G22LXX	X	X	7.03	40	20	20	20	60
2015	G22RXN	X	N	7.51	25	15	20	40	40
2015	G22RXN	X	N	8.2	55	25	10	10	80
2015	G22RXN	X	N	11.88	0	0	0	0	0
2015	G22RXN	X	N	24.98	10	85	5	0	95
2015	G23LAX	A	X	24.85	5	90	5	0	95
2015	G23LAX	A	X	20.29	95	0	0	5	95
2015	G23LAX	A	X	29.72	90	5	0	5	95
2015	G23LAX	A	X	26.85	85	10	0	5	95
2015	G23RAN	A	N	48.63	0	100	0	0	100
2015	G23RAN	A	N	23.97	95	0	0	5	95
2015	G23RAN	A	N	30.8	80	5	10	5	85
2015	G23RAN	A	N	53.34	100	0	0	0	100
2015	G24LAN	A	N	28.34	70	20	0	10	90
2015	G24LAN	A	N	15.39	60	15	10	15	75
2015	G24LAN	A	N	5.77	30	55	10	5	85
2015	G24LAN	A	N	33.01	80	10	5	5	90
2015	G24RAX	A	X	14.6	90	0	0	10	90
2015	G24RAX	A	X	26.18	80	0	10	10	80
2015	G24RAX	A	X	13.98	85	0	10	5	85
2015	G24RAX	A	X	30.88	65	15	10	10	80
